mode,exit_layer,batch_size,iters,tokens,elapsed_s,tokens_per_s,ms_per_token
full_fp,3,1,1,1,0.22074474598048255,4.530119145342723,220.74474598048255
shared_fp_plus_ptq_tail,3,1,1,1,0.05239895998965949,19.084348242738823,52.39895998965949
