mode,exit_layer,enforce_eager,iters,warmup,max_new_tokens,total_output_tokens,load_s,total_s,mean_latency_s,output_tps,model_path
static_ptq_tail,3,True,1,0,2,2,59.25995383702684,0.6167718830402009,0.6167718830402009,3.242689971763257,/models/Llama-3.1-8B-Instruct-riveredge-fp-hqq
