Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:single_request.static_ptq_tail.cudagraph,PushPop,1328880480,1331836320,1,1328880480.0,1328880480.0,1328880480,1328880480,0.0,1284,1284.0,0.0,0.0
