phase,layer,path,component,kernel_category,total_kernel_time_ms,range_instances,per_iteration_kernel_ms,kernel_instances
decode,1,fp,attention,attention,0.427616,31.0,0.013794064516129032,31.0
decode,1,fp,attention,bf16_gemm,15.989152,31.0,0.5157790967741935,62.0
decode,1,fp,attention,kv_cache,0.226455,31.0,0.007305,31.0
decode,1,fp,attention,rope,0.333963,31.0,0.010773,31.0
decode,1,fp,input_norm,normalization,0.162378,31.0,0.005238,31.0
decode,1,fp,mlp,activation,0.353648,31.0,0.011408,31.0
decode,1,fp,mlp,bf16_gemm,64.50176,31.0,2.080701935483871,62.0
decode,1,fp,post_attn_norm,normalization,0.242916,31.0,0.007836,31.0
decode,1,fp,total,activation,0.353648,31.0,0.011408,31.0
decode,1,fp,total,attention,0.427616,31.0,0.013794064516129032,31.0
decode,1,fp,total,bf16_gemm,80.490912,31.0,2.5964810322580645,124.0
decode,1,fp,total,kv_cache,0.226455,31.0,0.007305,31.0
decode,1,fp,total,normalization,0.405294,31.0,0.013074,62.0
decode,1,fp,total,rope,0.333963,31.0,0.010773,31.0
decode,2,fp,attention,attention,0.391776,31.0,0.012637935483870967,31.0
decode,2,fp,attention,bf16_gemm,16.02464,31.0,0.516923870967742,62.0
decode,2,fp,attention,kv_cache,0.213311,31.0,0.006881,31.0
decode,2,fp,attention,rope,0.332785,31.0,0.010735,31.0
decode,2,fp,input_norm,normalization,0.251751,31.0,0.008121,31.0
decode,2,fp,mlp,activation,0.358329,31.0,0.011559,31.0
decode,2,fp,mlp,bf16_gemm,64.545248,31.0,2.0821047741935486,62.0
decode,2,fp,post_attn_norm,normalization,0.250294,31.0,0.008074,31.0
decode,2,fp,total,activation,0.358329,31.0,0.011559,31.0
decode,2,fp,total,attention,0.391776,31.0,0.012637935483870967,31.0
decode,2,fp,total,bf16_gemm,80.569888,31.0,2.5990286451612903,124.0
decode,2,fp,total,kv_cache,0.213311,31.0,0.006881,31.0
decode,2,fp,total,normalization,0.502045,31.0,0.016195,62.0
decode,2,fp,total,rope,0.332785,31.0,0.010735,31.0
decode,3,fp,attention,attention,0.416352,31.0,0.013430709677419354,31.0
decode,3,fp,attention,bf16_gemm,16.0552,31.0,0.5179096774193549,62.0
decode,3,fp,attention,kv_cache,0.215915,31.0,0.006965,31.0
decode,3,fp,attention,rope,0.352842,31.0,0.011382,31.0
decode,3,fp,input_norm,normalization,0.262632,31.0,0.008472,31.0
decode,3,fp,mlp,activation,0.376836,31.0,0.012156,31.0
decode,3,fp,mlp,bf16_gemm,64.719968,31.0,2.0877409032258067,62.0
decode,3,fp,post_attn_norm,normalization,0.239134,31.0,0.007714,31.0
decode,3,fp,total,activation,0.376836,31.0,0.012156,31.0
decode,3,fp,total,attention,0.416352,31.0,0.013430709677419354,31.0
decode,3,fp,total,bf16_gemm,80.775168,31.0,2.605650580645161,124.0
decode,3,fp,total,kv_cache,0.215915,31.0,0.006965,31.0
decode,3,fp,total,normalization,0.501766,31.0,0.016186,62.0
decode,3,fp,total,rope,0.352842,31.0,0.011382,31.0
decode,4,fp,input_norm,normalization,0.261764,31.0,0.008444,31.0
decode,4,fp,post_attn_norm,normalization,0.238173,31.0,0.007683,31.0
decode,4,ptq,attention,attention,0.424096,31.0,0.013680516129032257,31.0
decode,4,ptq,attention,int4_weight_only_gemm,5.91136,31.0,0.19068903225806452,62.0
decode,4,ptq,attention,kv_cache,0.1992,31.0,0.006425806451612903,31.0
decode,4,ptq,attention,rope,0.316288,31.0,0.010202838709677418,31.0
decode,4,ptq,mlp,activation,0.2768,31.0,0.008929032258064518,31.0
decode,4,ptq,mlp,int4_weight_only_gemm,22.490016,31.0,0.7254843870967742,62.0
decode,4,ptq,total,activation,0.2768,31.0,0.008929032258064518,31.0
decode,4,ptq,total,attention,0.424096,31.0,0.013680516129032257,31.0
decode,4,ptq,total,int4_weight_only_gemm,28.401376,31.0,0.9161734193548386,124.0
decode,4,ptq,total,kv_cache,0.1992,31.0,0.006425806451612903,31.0
decode,4,ptq,total,normalization,0.414816,31.0,0.013381161290322581,62.0
decode,4,ptq,total,rope,0.316288,31.0,0.010202838709677418,31.0
decode,5,fp,input_norm,normalization,0.237336,31.0,0.007656,31.0
decode,5,fp,post_attn_norm,normalization,0.219263,31.0,0.007073,31.0
decode,5,ptq,attention,attention,0.400672,31.0,0.012924903225806451,31.0
decode,5,ptq,attention,int4_weight_only_gemm,5.85408,31.0,0.18884129032258062,62.0
decode,5,ptq,attention,kv_cache,0.201056,31.0,0.006485677419354839,31.0
decode,5,ptq,attention,rope,0.272384,31.0,0.00878658064516129,31.0
decode,5,ptq,mlp,activation,0.278848,31.0,0.008995096774193549,31.0
decode,5,ptq,mlp,int4_weight_only_gemm,22.620672,31.0,0.7296990967741935,62.0
decode,5,ptq,total,activation,0.278848,31.0,0.008995096774193549,31.0
decode,5,ptq,total,attention,0.400672,31.0,0.012924903225806451,31.0
decode,5,ptq,total,int4_weight_only_gemm,28.474752,31.0,0.9185403870967742,124.0
decode,5,ptq,total,kv_cache,0.201056,31.0,0.006485677419354839,31.0
decode,5,ptq,total,normalization,0.40032,31.0,0.012913548387096775,62.0
decode,5,ptq,total,rope,0.272384,31.0,0.00878658064516129,31.0
decode,6,fp,input_norm,normalization,0.25513,31.0,0.00823,31.0
decode,6,fp,post_attn_norm,normalization,0.212567,31.0,0.006857,31.0
decode,6,ptq,attention,attention,0.401888,31.0,0.012964129032258064,31.0
decode,6,ptq,attention,int4_weight_only_gemm,5.865344,31.0,0.18920464516129032,62.0
decode,6,ptq,attention,kv_cache,0.200512,31.0,0.006468129032258065,31.0
decode,6,ptq,attention,rope,0.28304,31.0,0.00913032258064516,31.0
decode,6,ptq,mlp,activation,0.27968,31.0,0.009021935483870968,31.0
decode,6,ptq,mlp,int4_weight_only_gemm,22.733152,31.0,0.7333274838709678,62.0
decode,6,ptq,total,activation,0.27968,31.0,0.009021935483870968,31.0
decode,6,ptq,total,attention,0.401888,31.0,0.012964129032258064,31.0
decode,6,ptq,total,int4_weight_only_gemm,28.598496,31.0,0.922532129032258,124.0
decode,6,ptq,total,kv_cache,0.200512,31.0,0.006468129032258065,31.0
decode,6,ptq,total,normalization,0.43456,31.0,0.014018064516129032,62.0
decode,6,ptq,total,rope,0.28304,31.0,0.00913032258064516,31.0
decode,7,fp,input_norm,normalization,0.217155,31.0,0.007005,31.0
decode,7,fp,post_attn_norm,normalization,0.203174,31.0,0.006554,31.0
decode,7,ptq,attention,attention,0.395584,31.0,0.012760774193548386,31.0
decode,7,ptq,attention,int4_weight_only_gemm,5.870048,31.0,0.1893563870967742,62.0
decode,7,ptq,attention,kv_cache,0.198528,31.0,0.006404129032258064,31.0
decode,7,ptq,attention,rope,0.269376,31.0,0.008689548387096775,31.0
decode,7,ptq,mlp,activation,0.278848,31.0,0.008995096774193549,31.0
decode,7,ptq,mlp,int4_weight_only_gemm,22.532992,31.0,0.7268707096774194,62.0
decode,7,ptq,total,activation,0.278848,31.0,0.008995096774193549,31.0
decode,7,ptq,total,attention,0.395584,31.0,0.012760774193548386,31.0
decode,7,ptq,total,int4_weight_only_gemm,28.40304,31.0,0.9162270967741936,124.0
decode,7,ptq,total,kv_cache,0.198528,31.0,0.006404129032258064,31.0
decode,7,ptq,total,normalization,0.392384,31.0,0.012657548387096774,62.0
decode,7,ptq,total,rope,0.269376,31.0,0.008689548387096775,31.0
decode,8,fp,input_norm,normalization,0.215512,31.0,0.006952,31.0
decode,8,fp,post_attn_norm,normalization,0.199268,31.0,0.006428,31.0
decode,8,ptq,attention,attention,0.389504,31.0,0.012564645161290322,31.0
decode,8,ptq,attention,int4_weight_only_gemm,5.780512,31.0,0.18646812903225807,62.0
decode,8,ptq,attention,kv_cache,0.19664,31.0,0.006343225806451613,31.0
decode,8,ptq,attention,rope,0.2608,31.0,0.008412903225806451,31.0
decode,8,ptq,mlp,activation,0.28096,31.0,0.009063225806451613,31.0
decode,8,ptq,mlp,int4_weight_only_gemm,22.361024,31.0,0.7213233548387097,62.0
decode,8,ptq,total,activation,0.28096,31.0,0.009063225806451613,31.0
decode,8,ptq,total,attention,0.389504,31.0,0.012564645161290322,31.0
decode,8,ptq,total,int4_weight_only_gemm,28.141536,31.0,0.9077914838709678,124.0
decode,8,ptq,total,kv_cache,0.19664,31.0,0.006343225806451613,31.0
decode,8,ptq,total,normalization,0.385952,31.0,0.012450064516129032,62.0
decode,8,ptq,total,rope,0.2608,31.0,0.008412903225806451,31.0
decode,9,fp,input_norm,normalization,0.234081,31.0,0.007551,31.0
decode,9,fp,post_attn_norm,normalization,0.199454,31.0,0.006434,31.0
decode,9,ptq,attention,attention,0.38816,31.0,0.012521290322580645,31.0
decode,9,ptq,attention,int4_weight_only_gemm,5.843072,31.0,0.18848619354838708,62.0
decode,9,ptq,attention,kv_cache,0.198016,31.0,0.006387612903225807,31.0
decode,9,ptq,attention,rope,0.256512,31.0,0.008274580645161289,31.0
decode,9,ptq,mlp,activation,0.280512,31.0,0.009048774193548386,31.0
decode,9,ptq,mlp,int4_weight_only_gemm,22.432128,31.0,0.7236170322580645,62.0
decode,9,ptq,total,activation,0.280512,31.0,0.009048774193548386,31.0
decode,9,ptq,total,attention,0.38816,31.0,0.012521290322580645,31.0
decode,9,ptq,total,int4_weight_only_gemm,28.2752,31.0,0.9121032258064516,124.0
decode,9,ptq,total,kv_cache,0.198016,31.0,0.006387612903225807,31.0
decode,9,ptq,total,normalization,0.405696,31.0,0.013086967741935483,62.0
decode,9,ptq,total,rope,0.256512,31.0,0.008274580645161289,31.0
decode,10,fp,input_norm,normalization,0.21638,31.0,0.00698,31.0
decode,10,fp,post_attn_norm,normalization,0.197005,31.0,0.006355,31.0
decode,10,ptq,attention,attention,0.388704,31.0,0.01253883870967742,31.0
decode,10,ptq,attention,int4_weight_only_gemm,5.791168,31.0,0.18681187096774193,62.0
decode,10,ptq,attention,kv_cache,0.197888,31.0,0.006383483870967741,31.0
decode,10,ptq,attention,rope,0.255648,31.0,0.008246709677419355,31.0
decode,10,ptq,mlp,activation,0.279872,31.0,0.009028129032258064,31.0
decode,10,ptq,mlp,int4_weight_only_gemm,22.295552,31.0,0.7192113548387097,62.0
decode,10,ptq,total,activation,0.279872,31.0,0.009028129032258064,31.0
