phase,layer,path,component,kernel_category,total_kernel_time_ms,range_instances,per_iteration_kernel_ms,kernel_instances
prefill,4,fp,post_attn_norm,normalization,0.007683,1.0,0.007683,1.0
prefill,4,fp,total,activation,0.101728,1.0,0.101728,1.0
prefill,4,fp,total,attention,0.067744,1.0,0.067744,1.0
prefill,4,fp,total,bf16_gemm,8.5832,1.0,8.5832,4.0
prefill,4,fp,total,kv_cache,0.024576,1.0,0.024576,1.0
prefill,4,fp,total,normalization,0.101248,1.0,0.101248,2.0
prefill,4,fp,total,rope,0.045984,1.0,0.045984,1.0
prefill,5,fp,attention,attention,0.061472,1.0,0.061472,1.0
prefill,5,fp,attention,bf16_gemm,0.960384,1.0,0.960384,2.0
prefill,5,fp,attention,kv_cache,0.020448,1.0,0.020448,1.0
prefill,5,fp,attention,rope,0.0392,1.0,0.0392,1.0
prefill,5,fp,input_norm,normalization,0.007656,1.0,0.007656,1.0
prefill,5,fp,mlp,activation,0.058176,1.0,0.058176,1.0
prefill,5,fp,mlp,bf16_gemm,3.400096,1.0,3.400096,2.0
prefill,5,fp,post_attn_norm,normalization,0.007073,1.0,0.007073,1.0
prefill,5,fp,total,activation,0.058176,1.0,0.058176,1.0
prefill,5,fp,total,attention,0.061472,1.0,0.061472,1.0
prefill,5,fp,total,bf16_gemm,4.36048,1.0,4.36048,4.0
prefill,5,fp,total,kv_cache,0.020448,1.0,0.020448,1.0
prefill,5,fp,total,normalization,0.071008,1.0,0.071008,2.0
prefill,5,fp,total,rope,0.0392,1.0,0.0392,1.0
prefill,6,fp,attention,attention,0.03424,1.0,0.03424,1.0
prefill,6,fp,attention,bf16_gemm,0.618528,1.0,0.618528,2.0
prefill,6,fp,attention,kv_cache,0.017024,1.0,0.017024,1.0
prefill,6,fp,attention,rope,0.03168,1.0,0.03168,1.0
prefill,6,fp,input_norm,normalization,0.00823,1.0,0.00823,1.0
prefill,6,fp,mlp,activation,0.043296,1.0,0.043296,1.0
prefill,6,fp,mlp,bf16_gemm,2.54768,1.0,2.54768,2.0
prefill,6,fp,post_attn_norm,normalization,0.006857,1.0,0.006857,1.0
prefill,6,fp,total,activation,0.043296,1.0,0.043296,1.0
prefill,6,fp,total,attention,0.03424,1.0,0.03424,1.0
prefill,6,fp,total,bf16_gemm,3.166208,1.0,3.166208,4.0
prefill,6,fp,total,kv_cache,0.017024,1.0,0.017024,1.0
prefill,6,fp,total,normalization,0.048224,1.0,0.048224,2.0
prefill,6,fp,total,rope,0.03168,1.0,0.03168,1.0
prefill,7,fp,attention,attention,0.025504,1.0,0.025504,1.0
prefill,7,fp,attention,bf16_gemm,0.570912,1.0,0.570912,2.0
prefill,7,fp,attention,kv_cache,0.009984,1.0,0.009984,1.0
prefill,7,fp,attention,rope,0.019328,1.0,0.019328,1.0
prefill,7,fp,input_norm,normalization,0.007005,1.0,0.007005,1.0
prefill,7,fp,mlp,activation,0.044064,1.0,0.044064,1.0
prefill,7,fp,mlp,bf16_gemm,2.548576,1.0,2.548576,2.0
prefill,7,fp,post_attn_norm,normalization,0.006554,1.0,0.006554,1.0
prefill,7,fp,total,activation,0.044064,1.0,0.044064,1.0
prefill,7,fp,total,attention,0.025504,1.0,0.025504,1.0
prefill,7,fp,total,bf16_gemm,3.119488,1.0,3.119488,4.0
prefill,7,fp,total,kv_cache,0.009984,1.0,0.009984,1.0
prefill,7,fp,total,normalization,0.041504,1.0,0.041504,2.0
prefill,7,fp,total,rope,0.019328,1.0,0.019328,1.0
prefill,8,fp,attention,attention,0.025408,1.0,0.025408,1.0
prefill,8,fp,attention,bf16_gemm,0.569824,1.0,0.569824,2.0
prefill,8,fp,attention,kv_cache,0.010208,1.0,0.010208,1.0
prefill,8,fp,attention,rope,0.018688,1.0,0.018688,1.0
prefill,8,fp,input_norm,normalization,0.006952,1.0,0.006952,1.0
prefill,8,fp,mlp,activation,0.043648,1.0,0.043648,1.0
prefill,8,fp,mlp,bf16_gemm,2.542656,1.0,2.542656,2.0
prefill,8,fp,post_attn_norm,normalization,0.006428,1.0,0.006428,1.0
prefill,8,fp,total,activation,0.043648,1.0,0.043648,1.0
prefill,8,fp,total,attention,0.025408,1.0,0.025408,1.0
prefill,8,fp,total,bf16_gemm,3.11248,1.0,3.11248,4.0
prefill,8,fp,total,kv_cache,0.010208,1.0,0.010208,1.0
prefill,8,fp,total,normalization,0.042208,1.0,0.042208,2.0
prefill,8,fp,total,rope,0.018688,1.0,0.018688,1.0
prefill,9,fp,attention,attention,0.025792,1.0,0.025792,1.0
prefill,9,fp,attention,bf16_gemm,0.57312,1.0,0.57312,2.0
prefill,9,fp,attention,kv_cache,0.01008,1.0,0.01008,1.0
prefill,9,fp,attention,rope,0.019392,1.0,0.019392,1.0
prefill,9,fp,input_norm,normalization,0.007551,1.0,0.007551,1.0
prefill,9,fp,mlp,activation,0.043488,1.0,0.043488,1.0
prefill,9,fp,mlp,bf16_gemm,2.546688,1.0,2.546688,2.0
prefill,9,fp,post_attn_norm,normalization,0.006434,1.0,0.006434,1.0
prefill,9,fp,total,activation,0.043488,1.0,0.043488,1.0
prefill,9,fp,total,attention,0.025792,1.0,0.025792,1.0
prefill,9,fp,total,bf16_gemm,3.119808,1.0,3.119808,4.0
prefill,9,fp,total,kv_cache,0.01008,1.0,0.01008,1.0
prefill,9,fp,total,normalization,0.041824,1.0,0.041824,2.0
prefill,9,fp,total,rope,0.019392,1.0,0.019392,1.0
prefill,10,fp,attention,attention,0.025792,1.0,0.025792,1.0
prefill,10,fp,attention,bf16_gemm,0.576224,1.0,0.576224,2.0
prefill,10,fp,attention,kv_cache,0.01008,1.0,0.01008,1.0
prefill,10,fp,attention,rope,0.019168,1.0,0.019168,1.0
prefill,10,fp,input_norm,normalization,0.00698,1.0,0.00698,1.0
prefill,10,fp,mlp,activation,0.042752,1.0,0.042752,1.0
prefill,10,fp,mlp,bf16_gemm,2.547488,1.0,2.547488,2.0
prefill,10,fp,post_attn_norm,normalization,0.006355,1.0,0.006355,1.0
prefill,10,fp,total,activation,0.042752,1.0,0.042752,1.0
prefill,10,fp,total,attention,0.025792,1.0,0.025792,1.0
prefill,10,fp,total,bf16_gemm,3.123712,1.0,3.123712,4.0
prefill,10,fp,total,kv_cache,0.01008,1.0,0.01008,1.0
prefill,10,fp,total,normalization,0.042432,1.0,0.042432,2.0
prefill,10,fp,total,rope,0.019168,1.0,0.019168,1.0
prefill,11,fp,attention,attention,0.025152,1.0,0.025152,1.0
prefill,11,fp,attention,bf16_gemm,0.571392,1.0,0.571392,2.0
prefill,11,fp,attention,kv_cache,0.010208,1.0,0.010208,1.0
prefill,11,fp,attention,rope,0.018496,1.0,0.018496,1.0
prefill,11,fp,input_norm,normalization,0.006926,1.0,0.006926,1.0
prefill,11,fp,mlp,activation,0.043328,1.0,0.043328,1.0
prefill,11,fp,mlp,bf16_gemm,2.547072,1.0,2.547072,2.0
prefill,11,fp,post_attn_norm,normalization,0.00627,1.0,0.00627,1.0
prefill,11,fp,total,activation,0.043328,1.0,0.043328,1.0
prefill,11,fp,total,attention,0.025152,1.0,0.025152,1.0
prefill,11,fp,total,bf16_gemm,3.118464,1.0,3.118464,4.0
prefill,11,fp,total,kv_cache,0.010208,1.0,0.010208,1.0
prefill,11,fp,total,normalization,0.041824,1.0,0.041824,2.0
prefill,11,fp,total,rope,0.018496,1.0,0.018496,1.0
prefill,12,fp,attention,attention,0.025792,1.0,0.025792,1.0
prefill,12,fp,attention,bf16_gemm,0.58048,1.0,0.58048,2.0
prefill,12,fp,attention,kv_cache,0.010304,1.0,0.010304,1.0
prefill,12,fp,attention,rope,0.018848,1.0,0.018848,1.0
prefill,12,fp,input_norm,normalization,0.007758,1.0,0.007758,1.0
prefill,12,fp,mlp,activation,0.043552,1.0,0.043552,1.0
prefill,12,fp,mlp,bf16_gemm,2.549216,1.0,2.549216,2.0
prefill,12,fp,post_attn_norm,normalization,0.006188,1.0,0.006188,1.0
prefill,12,fp,total,activation,0.043552,1.0,0.043552,1.0
prefill,12,fp,total,attention,0.025792,1.0,0.025792,1.0
prefill,12,fp,total,bf16_gemm,3.129696,1.0,3.129696,4.0
prefill,12,fp,total,kv_cache,0.010304,1.0,0.010304,1.0
prefill,12,fp,total,normalization,0.042112,1.0,0.042112,2.0
prefill,12,fp,total,rope,0.018848,1.0,0.018848,1.0
prefill,13,fp,attention,attention,0.025632,1.0,0.025632,1.0
prefill,13,fp,attention,bf16_gemm,0.569888,1.0,0.569888,2.0
prefill,13,fp,attention,kv_cache,0.010592,1.0,0.010592,1.0
prefill,13,fp,attention,rope,0.019584,1.0,0.019584,1.0
prefill,13,fp,input_norm,normalization,0.00687,1.0,0.00687,1.0
prefill,13,fp,mlp,activation,0.043616,1.0,0.043616,1.0
prefill,13,fp,mlp,bf16_gemm,2.564416,1.0,2.564416,2.0
prefill,13,fp,post_attn_norm,normalization,0.006161,1.0,0.006161,1.0
prefill,13,fp,total,activation,0.043616,1.0,0.043616,1.0
prefill,13,fp,total,attention,0.025632,1.0,0.025632,1.0
prefill,13,fp,total,bf16_gemm,3.134304,1.0,3.134304,4.0
prefill,13,fp,total,kv_cache,0.010592,1.0,0.010592,1.0
prefill,13,fp,total,normalization,0.042144,1.0,0.042144,2.0
prefill,13,fp,total,rope,0.019584,1.0,0.019584,1.0
prefill,14,fp,attention,attention,0.02608,1.0,0.02608,1.0
prefill,14,fp,attention,bf16_gemm,0.573696,1.0,0.573696,2.0
prefill,14,fp,attention,kv_cache,0.0104,1.0,0.0104,1.0
prefill,14,fp,attention,rope,0.019296,1.0,0.019296,1.0
prefill,14,fp,input_norm,normalization,0.006847,1.0,0.006847,1.0
prefill,14,fp,mlp,activation,0.043104,1.0,0.043104,1.0
prefill,14,fp,mlp,bf16_gemm,2.548352,1.0,2.548352,2.0
prefill,14,fp,post_attn_norm,normalization,0.006083,1.0,0.006083,1.0
prefill,14,fp,total,activation,0.043104,1.0,0.043104,1.0
prefill,14,fp,total,attention,0.02608,1.0,0.02608,1.0
prefill,14,fp,total,bf16_gemm,3.122048,1.0,3.122048,4.0
prefill,14,fp,total,kv_cache,0.0104,1.0,0.0104,1.0
prefill,14,fp,total,normalization,0.042016,1.0,0.042016,2.0
prefill,14,fp,total,rope,0.019296,1.0,0.019296,1.0
prefill,15,fp,attention,attention,0.025664,1.0,0.025664,1.0
prefill,15,fp,attention,bf16_gemm,0.571744,1.0,0.571744,2.0
prefill,15,fp,attention,kv_cache,0.010208,1.0,0.010208,1.0
prefill,15,fp,attention,rope,0.018784,1.0,0.018784,1.0
prefill,15,fp,input_norm,normalization,0.00672,1.0,0.00672,1.0
prefill,15,fp,mlp,activation,0.043552,1.0,0.043552,1.0
prefill,15,fp,mlp,bf16_gemm,2.548896,1.0,2.548896,2.0
prefill,15,fp,post_attn_norm,normalization,0.006986,1.0,0.006986,1.0
prefill,15,fp,total,activation,0.043552,1.0,0.043552,1.0
prefill,15,fp,total,attention,0.025664,1.0,0.025664,1.0
prefill,15,fp,total,bf16_gemm,3.12064,1.0,3.12064,4.0
prefill,15,fp,total,kv_cache,0.010208,1.0,0.010208,1.0
prefill,15,fp,total,normalization,0.042304,1.0,0.042304,2.0
prefill,15,fp,total,rope,0.018784,1.0,0.018784,1.0
prefill,16,fp,attention,attention,0.025696,1.0,0.025696,1.0
prefill,16,fp,attention,bf16_gemm,0.569664,1.0,0.569664,2.0
prefill,16,fp,attention,kv_cache,0.010016,1.0,0.010016,1.0
prefill,16,fp,attention,rope,0.018656,1.0,0.018656,1.0
prefill,16,fp,input_norm,normalization,0.006749,1.0,0.006749,1.0
prefill,16,fp,mlp,activation,0.042528,1.0,0.042528,1.0
prefill,16,fp,mlp,bf16_gemm,2.54272,1.0,2.54272,2.0
prefill,16,fp,post_attn_norm,normalization,0.00603,1.0,0.00603,1.0
prefill,16,fp,total,activation,0.042528,1.0,0.042528,1.0
prefill,16,fp,total,attention,0.025696,1.0,0.025696,1.0
prefill,16,fp,total,bf16_gemm,3.112384,1.0,3.112384,4.0
prefill,16,fp,total,kv_cache,0.010016,1.0,0.010016,1.0
prefill,16,fp,total,normalization,0.042208,1.0,0.042208,2.0
prefill,16,fp,total,rope,0.018656,1.0,0.018656,1.0
prefill,17,fp,attention,attention,0.025984,1.0,0.025984,1.0
prefill,17,fp,attention,bf16_gemm,0.570656,1.0,0.570656,2.0
prefill,17,fp,attention,kv_cache,0.009984,1.0,0.009984,1.0
prefill,17,fp,attention,rope,0.018208,1.0,0.018208,1.0
prefill,17,fp,input_norm,normalization,0.006737,1.0,0.006737,1.0
prefill,17,fp,mlp,activation,0.043616,1.0,0.043616,1.0
prefill,17,fp,mlp,bf16_gemm,2.545152,1.0,2.545152,2.0
prefill,17,fp,post_attn_norm,normalization,0.006034,1.0,0.006034,1.0
prefill,17,fp,total,activation,0.043616,1.0,0.043616,1.0
prefill,17,fp,total,attention,0.025984,1.0,0.025984,1.0
prefill,17,fp,total,bf16_gemm,3.115808,1.0,3.115808,4.0
prefill,17,fp,total,kv_cache,0.009984,1.0,0.009984,1.0
prefill,17,fp,total,normalization,0.042112,1.0,0.042112,2.0
prefill,17,fp,total,rope,0.018208,1.0,0.018208,1.0
prefill,18,fp,attention,attention,0.025312,1.0,0.025312,1.0
prefill,18,fp,attention,bf16_gemm,0.569792,1.0,0.569792,2.0
prefill,18,fp,attention,kv_cache,0.010816,1.0,0.010816,1.0
prefill,18,fp,attention,rope,0.01808,1.0,0.01808,1.0
prefill,18,fp,input_norm,normalization,0.006647,1.0,0.006647,1.0
prefill,18,fp,mlp,activation,0.043936,1.0,0.043936,1.0
prefill,18,fp,mlp,bf16_gemm,2.536928,1.0,2.536928,2.0
prefill,18,fp,post_attn_norm,normalization,0.005994,1.0,0.005994,1.0
prefill,18,fp,total,activation,0.043936,1.0,0.043936,1.0
prefill,18,fp,total,attention,0.025312,1.0,0.025312,1.0
prefill,18,fp,total,bf16_gemm,3.10672,1.0,3.10672,4.0
prefill,18,fp,total,kv_cache,0.010816,1.0,0.010816,1.0
prefill,18,fp,total,normalization,0.042176,1.0,0.042176,2.0
prefill,18,fp,total,rope,0.01808,1.0,0.01808,1.0
prefill,19,fp,attention,attention,0.02528,1.0,0.02528,1.0
prefill,19,fp,attention,bf16_gemm,0.570848,1.0,0.570848,2.0
prefill,19,fp,attention,kv_cache,0.01024,1.0,0.01024,1.0
prefill,19,fp,attention,rope,0.01936,1.0,0.01936,1.0
prefill,19,fp,input_norm,normalization,0.007621,1.0,0.007621,1.0
prefill,19,fp,mlp,activation,0.043232,1.0,0.043232,1.0
prefill,19,fp,mlp,bf16_gemm,2.533792,1.0,2.533792,2.0
prefill,19,fp,post_attn_norm,normalization,0.005982,1.0,0.005982,1.0
prefill,19,fp,total,activation,0.043232,1.0,0.043232,1.0
prefill,19,fp,total,attention,0.02528,1.0,0.02528,1.0
prefill,19,fp,total,bf16_gemm,3.10464,1.0,3.10464,4.0
prefill,19,fp,total,kv_cache,0.01024,1.0,0.01024,1.0
prefill,19,fp,total,normalization,0.041888,1.0,0.041888,2.0
prefill,19,fp,total,rope,0.01936,1.0,0.01936,1.0
prefill,20,fp,attention,attention,0.025888,1.0,0.025888,1.0
prefill,20,fp,attention,bf16_gemm,0.570656,1.0,0.570656,2.0
prefill,20,fp,attention,kv_cache,0.01104,1.0,0.01104,1.0
prefill,20,fp,attention,rope,0.01824,1.0,0.01824,1.0
prefill,20,fp,input_norm,normalization,0.006666,1.0,0.006666,1.0
prefill,20,fp,mlp,activation,0.044736,1.0,0.044736,1.0
prefill,20,fp,mlp,bf16_gemm,2.540512,1.0,2.540512,2.0
prefill,20,fp,post_attn_norm,normalization,0.005999,1.0,0.005999,1.0
prefill,20,fp,total,activation,0.044736,1.0,0.044736,1.0
prefill,20,fp,total,attention,0.025888,1.0,0.025888,1.0
prefill,20,fp,total,bf16_gemm,3.111168,1.0,3.111168,4.0
prefill,20,fp,total,kv_cache,0.01104,1.0,0.01104,1.0
prefill,20,fp,total,normalization,0.041728,1.0,0.041728,2.0
prefill,20,fp,total,rope,0.01824,1.0,0.01824,1.0
prefill,21,fp,attention,attention,0.026016,1.0,0.026016,1.0
prefill,21,fp,attention,bf16_gemm,0.570336,1.0,0.570336,2.0
prefill,21,fp,attention,kv_cache,0.010624,1.0,0.010624,1.0
prefill,21,fp,attention,rope,0.018144,1.0,0.018144,1.0
prefill,21,fp,input_norm,normalization,0.006696,1.0,0.006696,1.0
prefill,21,fp,mlp,activation,0.043104,1.0,0.043104,1.0
prefill,21,fp,mlp,bf16_gemm,2.542144,1.0,2.542144,2.0
prefill,21,fp,post_attn_norm,normalization,0.006005,1.0,0.006005,1.0
prefill,21,fp,total,activation,0.043104,1.0,0.043104,1.0
prefill,21,fp,total,attention,0.026016,1.0,0.026016,1.0
prefill,21,fp,total,bf16_gemm,3.11248,1.0,3.11248,4.0
prefill,21,fp,total,kv_cache,0.010624,1.0,0.010624,1.0
prefill,21,fp,total,normalization,0.04176,1.0,0.04176,2.0
prefill,21,fp,total,rope,0.018144,1.0,0.018144,1.0
prefill,22,fp,attention,attention,0.025504,1.0,0.025504,1.0
prefill,22,fp,attention,bf16_gemm,0.572416,1.0,0.572416,2.0
prefill,22,fp,attention,kv_cache,0.01008,1.0,0.01008,1.0
prefill,22,fp,attention,rope,0.018944,1.0,0.018944,1.0
prefill,22,fp,input_norm,normalization,0.007284,1.0,0.007284,1.0
prefill,22,fp,mlp,activation,0.04336,1.0,0.04336,1.0
prefill,22,fp,mlp,bf16_gemm,2.538112,1.0,2.538112,2.0
prefill,22,fp,post_attn_norm,normalization,0.006026,1.0,0.006026,1.0
prefill,22,fp,total,activation,0.04336,1.0,0.04336,1.0
prefill,22,fp,total,attention,0.025504,1.0,0.025504,1.0
prefill,22,fp,total,bf16_gemm,3.110528,1.0,3.110528,4.0
prefill,22,fp,total,kv_cache,0.01008,1.0,0.01008,1.0
prefill,22,fp,total,normalization,0.04208,1.0,0.04208,2.0
prefill,22,fp,total,rope,0.018944,1.0,0.018944,1.0
prefill,23,fp,attention,attention,0.025184,1.0,0.025184,1.0
prefill,23,fp,attention,bf16_gemm,0.57104,1.0,0.57104,2.0
prefill,23,fp,attention,kv_cache,0.01088,1.0,0.01088,1.0
prefill,23,fp,attention,rope,0.018816,1.0,0.018816,1.0
prefill,23,fp,input_norm,normalization,0.006729,1.0,0.006729,1.0
prefill,23,fp,mlp,activation,0.043968,1.0,0.043968,1.0
prefill,23,fp,mlp,bf16_gemm,2.548992,1.0,2.548992,2.0
prefill,23,fp,post_attn_norm,normalization,0.006003,1.0,0.006003,1.0
prefill,23,fp,total,activation,0.043968,1.0,0.043968,1.0
prefill,23,fp,total,attention,0.025184,1.0,0.025184,1.0
prefill,23,fp,total,bf16_gemm,3.120032,1.0,3.120032,4.0
prefill,23,fp,total,kv_cache,0.01088,1.0,0.01088,1.0
prefill,23,fp,total,normalization,0.041824,1.0,0.041824,2.0
prefill,23,fp,total,rope,0.018816,1.0,0.018816,1.0
prefill,24,fp,attention,attention,0.025568,1.0,0.025568,1.0
prefill,24,fp,attention,bf16_gemm,0.570592,1.0,0.570592,2.0
prefill,24,fp,attention,kv_cache,0.01024,1.0,0.01024,1.0
prefill,24,fp,attention,rope,0.018688,1.0,0.018688,1.0
prefill,24,fp,input_norm,normalization,0.006752,1.0,0.006752,1.0
prefill,24,fp,mlp,activation,0.043296,1.0,0.043296,1.0
prefill,24,fp,mlp,bf16_gemm,2.546272,1.0,2.546272,2.0
prefill,24,fp,post_attn_norm,normalization,0.006036,1.0,0.006036,1.0
prefill,24,fp,total,activation,0.043296,1.0,0.043296,1.0
prefill,24,fp,total,attention,0.025568,1.0,0.025568,1.0
prefill,24,fp,total,bf16_gemm,3.116864,1.0,3.116864,4.0
prefill,24,fp,total,kv_cache,0.01024,1.0,0.01024,1.0
prefill,24,fp,total,normalization,0.042336,1.0,0.042336,2.0
prefill,24,fp,total,rope,0.018688,1.0,0.018688,1.0
prefill,25,fp,attention,attention,0.025696,1.0,0.025696,1.0
prefill,25,fp,attention,bf16_gemm,0.572128,1.0,0.572128,2.0
prefill,25,fp,attention,kv_cache,0.010144,1.0,0.010144,1.0
prefill,25,fp,attention,rope,0.018336,1.0,0.018336,1.0
prefill,25,fp,input_norm,normalization,0.006738,1.0,0.006738,1.0
prefill,25,fp,mlp,activation,0.043488,1.0,0.043488,1.0
prefill,25,fp,mlp,bf16_gemm,2.528288,1.0,2.528288,2.0
prefill,25,fp,post_attn_norm,normalization,0.00661,1.0,0.00661,1.0
prefill,25,fp,total,activation,0.043488,1.0,0.043488,1.0
prefill,25,fp,total,attention,0.025696,1.0,0.025696,1.0
prefill,25,fp,total,bf16_gemm,3.100416,1.0,3.100416,4.0
prefill,25,fp,total,kv_cache,0.010144,1.0,0.010144,1.0
prefill,25,fp,total,normalization,0.043104,1.0,0.043104,2.0
prefill,25,fp,total,rope,0.018336,1.0,0.018336,1.0
prefill,26,fp,attention,attention,0.025632,1.0,0.025632,1.0
prefill,26,fp,attention,bf16_gemm,0.569216,1.0,0.569216,2.0
prefill,26,fp,attention,kv_cache,0.010688,1.0,0.010688,1.0
prefill,26,fp,attention,rope,0.019296,1.0,0.019296,1.0
prefill,26,fp,input_norm,normalization,0.006834,1.0,0.006834,1.0
prefill,26,fp,mlp,activation,0.043424,1.0,0.043424,1.0
prefill,26,fp,mlp,bf16_gemm,2.535328,1.0,2.535328,2.0
prefill,26,fp,post_attn_norm,normalization,0.00608,1.0,0.00608,1.0
prefill,26,fp,total,activation,0.043424,1.0,0.043424,1.0
prefill,26,fp,total,attention,0.025632,1.0,0.025632,1.0
prefill,26,fp,total,bf16_gemm,3.104544,1.0,3.104544,4.0
prefill,26,fp,total,kv_cache,0.010688,1.0,0.010688,1.0
prefill,26,fp,total,normalization,0.042016,1.0,0.042016,2.0
prefill,26,fp,total,rope,0.019296,1.0,0.019296,1.0
prefill,27,fp,attention,attention,0.02592,1.0,0.02592,1.0
prefill,27,fp,attention,bf16_gemm,0.572192,1.0,0.572192,2.0
prefill,27,fp,attention,kv_cache,0.01008,1.0,0.01008,1.0
prefill,27,fp,attention,rope,0.018464,1.0,0.018464,1.0
prefill,27,fp,input_norm,normalization,0.006777,1.0,0.006777,1.0
prefill,27,fp,mlp,activation,0.043904,1.0,0.043904,1.0
prefill,27,fp,mlp,bf16_gemm,2.535168,1.0,2.535168,2.0
prefill,27,fp,post_attn_norm,normalization,0.006083,1.0,0.006083,1.0
prefill,27,fp,total,activation,0.043904,1.0,0.043904,1.0
prefill,27,fp,total,attention,0.02592,1.0,0.02592,1.0
prefill,27,fp,total,bf16_gemm,3.10736,1.0,3.10736,4.0
prefill,27,fp,total,kv_cache,0.01008,1.0,0.01008,1.0
prefill,27,fp,total,normalization,0.041824,1.0,0.041824,2.0
prefill,27,fp,total,rope,0.018464,1.0,0.018464,1.0
prefill,28,fp,attention,attention,0.025792,1.0,0.025792,1.0
prefill,28,fp,attention,bf16_gemm,0.56912,1.0,0.56912,2.0
prefill,28,fp,attention,kv_cache,0.010336,1.0,0.010336,1.0
prefill,28,fp,attention,rope,0.018208,1.0,0.018208,1.0
prefill,28,fp,input_norm,normalization,0.006851,1.0,0.006851,1.0
prefill,28,fp,mlp,activation,0.04336,1.0,0.04336,1.0
prefill,28,fp,mlp,bf16_gemm,2.547744,1.0,2.547744,2.0
prefill,28,fp,post_attn_norm,normalization,0.006986,1.0,0.006986,1.0
prefill,28,fp,total,activation,0.04336,1.0,0.04336,1.0
prefill,28,fp,total,attention,0.025792,1.0,0.025792,1.0
prefill,28,fp,total,bf16_gemm,3.116864,1.0,3.116864,4.0
prefill,28,fp,total,kv_cache,0.010336,1.0,0.010336,1.0
prefill,28,fp,total,normalization,0.04304,1.0,0.04304,2.0
prefill,28,fp,total,rope,0.018208,1.0,0.018208,1.0
prefill,29,fp,attention,attention,0.0256,1.0,0.0256,1.0
prefill,29,fp,attention,bf16_gemm,0.571936,1.0,0.571936,2.0
prefill,29,fp,attention,kv_cache,0.010176,1.0,0.010176,1.0
prefill,29,fp,attention,rope,0.01968,1.0,0.01968,1.0
prefill,29,fp,input_norm,normalization,0.006835,1.0,0.006835,1.0
prefill,29,fp,mlp,activation,0.043744,1.0,0.043744,1.0
prefill,29,fp,mlp,bf16_gemm,2.545312,1.0,2.545312,2.0
prefill,29,fp,post_attn_norm,normalization,0.006159,1.0,0.006159,1.0
prefill,29,fp,total,activation,0.043744,1.0,0.043744,1.0
prefill,29,fp,total,attention,0.0256,1.0,0.0256,1.0
prefill,29,fp,total,bf16_gemm,3.117248,1.0,3.117248,4.0
prefill,29,fp,total,kv_cache,0.010176,1.0,0.010176,1.0
prefill,29,fp,total,normalization,0.0416,1.0,0.0416,2.0
prefill,29,fp,total,rope,0.01968,1.0,0.01968,1.0
prefill,30,fp,attention,attention,0.025952,1.0,0.025952,1.0
prefill,30,fp,attention,bf16_gemm,0.571968,1.0,0.571968,2.0
prefill,30,fp,attention,kv_cache,0.01056,1.0,0.01056,1.0
prefill,30,fp,attention,rope,0.019808,1.0,0.019808,1.0
prefill,30,fp,input_norm,normalization,0.006882,1.0,0.006882,1.0
prefill,30,fp,mlp,activation,0.04368,1.0,0.04368,1.0
prefill,30,fp,mlp,bf16_gemm,2.542592,1.0,2.542592,2.0
prefill,30,fp,post_attn_norm,normalization,0.00611,1.0,0.00611,1.0
prefill,30,fp,total,activation,0.04368,1.0,0.04368,1.0
prefill,30,fp,total,attention,0.025952,1.0,0.025952,1.0
prefill,30,fp,total,bf16_gemm,3.11456,1.0,3.11456,4.0
prefill,30,fp,total,kv_cache,0.01056,1.0,0.01056,1.0
prefill,30,fp,total,normalization,0.041568,1.0,0.041568,2.0
prefill,30,fp,total,rope,0.019808,1.0,0.019808,1.0
prefill,31,fp,attention,attention,0.02576,1.0,0.02576,1.0
prefill,31,fp,attention,bf16_gemm,0.567104,1.0,0.567104,2.0
prefill,31,fp,attention,kv_cache,0.010304,1.0,0.010304,1.0
prefill,31,fp,attention,rope,0.019232,1.0,0.019232,1.0
prefill,31,fp,input_norm,normalization,0.006906,1.0,0.006906,1.0
prefill,31,fp,mlp,activation,0.043776,1.0,0.043776,1.0
prefill,31,fp,mlp,bf16_gemm,2.538592,1.0,2.538592,2.0
prefill,31,fp,post_attn_norm,normalization,0.006139,1.0,0.006139,1.0
prefill,31,fp,total,activation,0.043776,1.0,0.043776,1.0
prefill,31,fp,total,attention,0.02576,1.0,0.02576,1.0
prefill,31,fp,total,bf16_gemm,3.105696,1.0,3.105696,4.0
prefill,31,fp,total,kv_cache,0.010304,1.0,0.010304,1.0
prefill,31,fp,total,normalization,0.041568,1.0,0.041568,2.0
prefill,31,fp,total,rope,0.019232,1.0,0.019232,1.0
prefill,32,fp,attention,attention,0.025824,1.0,0.025824,1.0
prefill,32,fp,attention,bf16_gemm,0.566304,1.0,0.566304,2.0
prefill,32,fp,attention,kv_cache,0.010176,1.0,0.010176,1.0
prefill,32,fp,attention,rope,0.018336,1.0,0.018336,1.0
prefill,32,fp,input_norm,normalization,0.006834,1.0,0.006834,1.0
prefill,32,fp,mlp,activation,0.043328,1.0,0.043328,1.0
prefill,32,fp,mlp,bf16_gemm,2.542304,1.0,2.542304,2.0
prefill,32,fp,post_attn_norm,normalization,0.006156,1.0,0.006156,1.0
prefill,32,fp,total,activation,0.043328,1.0,0.043328,1.0
prefill,32,fp,total,attention,0.025824,1.0,0.025824,1.0
prefill,32,fp,total,bf16_gemm,3.108608,1.0,3.108608,4.0
prefill,32,fp,total,kv_cache,0.010176,1.0,0.010176,1.0
prefill,32,fp,total,normalization,0.0416,1.0,0.0416,2.0
prefill,32,fp,total,rope,0.018336,1.0,0.018336,1.0
