profile,source,request_index,step_index,phase,wall_ms,emitted_tokens,finished
static_ptq_tail_cudagraph,profiled,0,4,decode,38.036784,1,False
static_ptq_tail_cudagraph,profiled,0,5,decode,38.052816,1,False
static_ptq_tail_cudagraph,profiled,0,6,decode,38.041776,1,False
static_ptq_tail_cudagraph,profiled,0,7,decode,38.143308,1,False
static_ptq_tail_cudagraph,profiled,0,8,decode,37.90354,1,False
static_ptq_tail_cudagraph,profiled,0,9,decode,37.998321,1,False
static_ptq_tail_cudagraph,profiled,0,10,decode,38.022448,1,False
static_ptq_tail_cudagraph,profiled,0,11,decode,37.992017,1,False
static_ptq_tail_cudagraph,profiled,0,12,decode,38.029104,1,False
static_ptq_tail_cudagraph,profiled,0,13,decode,38.025905,1,False
static_ptq_tail_cudagraph,profiled,0,14,decode,38.046449,1,False
static_ptq_tail_cudagraph,profiled,0,15,decode,37.991507,1,False
static_ptq_tail_cudagraph,profiled,0,16,decode,38.283177,1,False
static_ptq_tail_cudagraph,profiled,0,17,decode,37.8734,1,False
static_ptq_tail_cudagraph,profiled,0,18,decode,37.987572,1,False
static_ptq_tail_cudagraph,profiled,0,19,decode,38.023026,1,False
static_ptq_tail_cudagraph,profiled,0,20,decode,38.018867,1,False
static_ptq_tail_cudagraph,profiled,0,21,decode,38.003155,1,False
static_ptq_tail_cudagraph,profiled,0,22,decode,38.059793,1,False
static_ptq_tail_cudagraph,profiled,0,23,decode,37.99218,1,False
static_ptq_tail_cudagraph,profiled,0,24,decode,38.067569,1,False
static_ptq_tail_cudagraph,profiled,0,25,decode,37.998099,1,False
static_ptq_tail_cudagraph,profiled,0,26,decode,38.118991,1,False
static_ptq_tail_cudagraph,profiled,0,27,decode,37.949301,1,False
static_ptq_tail_cudagraph,profiled,0,28,decode,38.013138,1,False
static_ptq_tail_cudagraph,profiled,0,29,decode,38.103535,1,False
static_ptq_tail_cudagraph,profiled,0,30,decode,38.007059,1,False
static_ptq_tail_cudagraph,profiled,0,31,decode,38.037682,1,False
static_ptq_tail_cudagraph,profiled,0,32,drain,38.117647,1,True
