profile,mode,execution_mode,detail,event_type,phase,stage,count,total_ms,mean_ms,median_ms,p90_ms,p99_ms,min_ms,max_ms
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.30.fp.mlp,1,2.5911359786987305,2.5911359786987305,2.5911359786987305,2.5911359786987305,2.5911359786987305,2.5911359786987305,2.5911359786987305
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.30.fp.post_attn_norm,1,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622,0.01958400011062622
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.30.fp.total,1,3.272736072540283,3.272736072540283,3.272736072540283,3.272736072540283,3.272736072540283,3.272736072540283,3.272736072540283
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.31.fp.attention,1,0.63155198097229,0.63155198097229,0.63155198097229,0.63155198097229,0.63155198097229,0.63155198097229,0.63155198097229
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.31.fp.input_norm,1,0.023360000923275948,0.023360000923275948,0.023360000923275948,0.023360000923275948,0.023360000923275948,0.023360000923275948,0.023360000923275948
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.31.fp.mlp,1,2.588736057281494,2.588736057281494,2.588736057281494,2.588736057281494,2.588736057281494,2.588736057281494,2.588736057281494
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.31.fp.post_attn_norm,1,0.019711999222636223,0.019711999222636223,0.019711999222636223,0.019711999222636223,0.019711999222636223,0.019711999222636223,0.019711999222636223
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.31.fp.total,1,3.2681920528411865,3.2681920528411865,3.2681920528411865,3.2681920528411865,3.2681920528411865,3.2681920528411865,3.2681920528411865
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.32.fp.attention,1,0.6361920237541199,0.6361920237541199,0.6361920237541199,0.6361920237541199,0.6361920237541199,0.6361920237541199,0.6361920237541199
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.32.fp.input_norm,1,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322,0.02304000034928322
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.32.fp.mlp,1,2.5933759212493896,2.5933759212493896,2.5933759212493896,2.5933759212493896,2.5933759212493896,2.5933759212493896,2.5933759212493896
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.32.fp.post_attn_norm,1,0.019807999953627586,0.019807999953627586,0.019807999953627586,0.019807999953627586,0.019807999953627586,0.019807999953627586,0.019807999953627586
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.layer.32.fp.total,1,3.2771520614624023,3.2771520614624023,3.2771520614624023,3.2771520614624023,3.2771520614624023,3.2771520614624023,3.2771520614624023
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.model_forward,1,106.2570571899414,106.2570571899414,106.2570571899414,106.2570571899414,106.2570571899414,106.2570571899414,106.2570571899414
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.sample_postprocess,1,0.0007999999797903001,0.0007999999797903001,0.0007999999797903001,0.0007999999797903001,0.0007999999797903001,0.0007999999797903001,0.0007999999797903001
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,gpu.sampler,1,0.08256000280380249,0.08256000280380249,0.08256000280380249,0.08256000280380249,0.08256000280380249,0.08256000280380249,0.08256000280380249
full_fp_eager_layer,full_fp,eager,layer,gpu,prefill,runtime.prepare_inputs,1,1.4149760007858276,1.4149760007858276,1.4149760007858276,1.4149760007858276,1.4149760007858276,1.4149760007858276,1.4149760007858276
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.engine.process_aborts,31,0.310395,0.010012741935483871,0.00992,0.010816,0.013055999999999998,0.00864,0.013248
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.executor.sample_and_sync,31,29.189073,0.941583,0.939724,0.983179,0.999275,0.872621,1.000235
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.executor.submit_model,31,2056.749885,66.34677048387097,66.307093,67.063397,67.4432439,65.257773,67.473243
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.output.process_and_detokenize,31,2.651176,0.0855218064516129,0.081823,0.086334,0.15613419999999995,0.077055,0.180892
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.output.wait_gpu_to_cpu,31,1.033103,0.033325903225806454,0.033248,0.036352,0.037727300000000005,0.029664,0.037823
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.runner.select_execution_shape,31,1.370914,0.04422303225806452,0.044223,0.047455,0.048754200000000004,0.037792,0.049119
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.runner.update_states,31,1.686717,0.05441022580645161,0.053695,0.057598,0.0735222,0.045631,0.075327
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.scheduler.grammar_mask,31,0.117406,0.0037872903225806454,0.003648,0.004319,0.0044063999999999996,0.003136,0.004416
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,cpu.scheduler.update_output,31,1.970296,0.06355793548387097,0.062655,0.06803,0.06985079999999999,0.057823,0.069918
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.compute_logits,31,8.050097000000001,0.25968054838709675,0.260506,0.27993,0.2863652,0.226876,0.288026
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.01.fp.attention,31,29.646662,0.956343935483871,0.947308,1.015339,1.0340036,0.904781,1.035242
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.01.fp.input_norm,31,7.208964,0.23254722580645162,0.209627,0.318106,0.3283994,0.200764,0.328697
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.01.fp.mlp,31,11.61684,0.3747367741935484,0.371544,0.387512,0.3998224,0.364216,0.400888
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.01.fp.post_attn_norm,31,4.67523,0.15081387096774193,0.149341,0.159741,0.1650722,0.142237,0.165629
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.01.fp.total,31,58.999415,1.903206935483871,1.88252,2.005141,2.1091294,1.824793,2.120851
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.02.fp.attention,31,25.700506,0.8290485806451613,0.827247,0.84939,0.893357,0.788303,0.902957
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.02.fp.input_norm,31,4.317186,0.13926406451612902,0.138205,0.144125,0.1518043,0.130877,0.1543
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.02.fp.mlp,31,11.145746,0.3595401935483871,0.355385,0.374744,0.3835177,0.345593,0.383863
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.02.fp.post_attn_norm,31,4.545053,0.1466146129032258,0.145789,0.156509,0.1671416,0.136093,0.169628
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.02.fp.total,31,50.567145,1.6311982258064517,1.624893,1.671581,1.7206637999999999,1.555743,1.732155
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.03.fp.attention,31,25.221602,0.813600064516129,0.811695,0.827727,0.8628066,0.777071,0.863277
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.03.fp.input_norm,31,4.299847,0.13870474193548388,0.136317,0.150909,0.15300819999999998,0.13027,0.153085
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.03.fp.mlp,31,10.812472,0.3487894193548387,0.347513,0.358168,0.3648915,0.337336,0.36684
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.03.fp.post_attn_norm,31,4.463679,0.14398964516129031,0.142781,0.152157,0.16388109999999997,0.138781,0.168316
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.03.fp.total,31,49.609311,1.6003003548387098,1.593662,1.625981,1.6998648,1.545951,1.705692
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.04.fp.input_norm,31,4.297057,0.13861474193548387,0.137597,0.147197,0.14999310000000002,0.128861,0.150876
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.04.fp.post_attn_norm,31,4.532513,0.14621009677419355,0.144637,0.149629,0.1696155,0.137117,0.17334
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.04.ptq.attention,31,33.004384,1.0646575483870968,1.060041,1.10356,1.1297072,1.02209,1.13396
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.04.ptq.mlp,31,17.381579,0.5606960967741935,0.556788,0.57906,0.5921441,0.544532,0.593459
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.04.ptq.total,31,64.420953,2.0780952580645162,2.067732,2.125619,2.1875985,2.018004,2.18949
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.05.fp.input_norm,31,4.30605,0.13890483870967743,0.136637,0.148477,0.1592443,0.127614,0.16006
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.05.fp.post_attn_norm,31,4.49408,0.14497032258064516,0.142748,0.151901,0.1615355,0.139677,0.165212
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.05.ptq.attention,31,31.336389,1.0108512580645161,1.008971,1.03185,1.0541988,0.980299,1.06257
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.05.ptq.mlp,31,16.828535,0.5428559677419355,0.54066,0.555316,0.5632328,0.533877,0.5645
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.05.ptq.total,31,62.118315,2.003816612903226,2.001461,2.036884,2.0805664999999998,1.95055,2.093651
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.06.fp.input_norm,31,4.289219,0.13836190322580647,0.137597,0.147612,0.1522427,0.13011,0.152732
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.06.fp.post_attn_norm,31,4.532862,0.14622135483870968,0.144029,0.157116,0.16178189999999998,0.135069,0.163068
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.06.ptq.attention,31,32.929726,1.0622492258064515,1.01105,1.116296,1.8381490999999994,0.959468,2.133842
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.06.ptq.mlp,31,17.422605,0.5620195161290322,0.542644,0.581236,0.8574920999999998,0.52834,0.972363
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.06.ptq.total,31,64.327073,2.075066870967742,2.008117,2.131987,2.958877599999999,1.926583,3.192412
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.07.fp.input_norm,31,4.298691,0.13866745161290323,0.137213,0.146012,0.1579419,0.129438,0.161052
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.07.fp.post_attn_norm,31,4.414847,0.1424144193548387,0.141565,0.146908,0.1566754,0.136125,0.159997
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.07.ptq.attention,31,30.729709,0.991280935483871,0.985323,1.026922,1.0339396,0.961036,1.035946
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.07.ptq.mlp,31,16.722847,0.5394466774193548,0.53922,0.549396,0.5533359,0.526037,0.553461
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.07.ptq.total,31,61.193661999999996,1.9739890967741935,1.965174,2.021077,2.0444039999999997,1.931959,2.046804
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.08.fp.input_norm,31,4.293732,0.13850748387096773,0.137085,0.147869,0.15461139999999998,0.132221,0.156349
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.08.fp.post_attn_norm,31,4.463523,0.1439846129032258,0.142141,0.153501,0.1631611,0.132541,0.164668
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.08.ptq.attention,31,30.703825,0.9904459677419355,0.984587,1.010827,1.091151,0.95502,1.118376
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.08.ptq.mlp,31,16.852632,0.5436332903225807,0.540085,0.555061,0.5636584,0.530549,0.565108
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.08.ptq.total,31,61.439743,1.981927193548387,1.980757,2.018165,2.0835044,1.918231,2.109395
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.09.fp.input_norm,31,4.307491,0.13895132258064516,0.135998,0.148765,0.152236,0.132606,0.152572
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.09.fp.post_attn_norm,31,4.4016020000000005,0.14198716129032257,0.141501,0.145469,0.1532802,0.133053,0.154557
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.09.ptq.attention,31,30.453202,0.9823613548387097,0.981419,1.001258,1.0196612,0.961803,1.020554
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.09.ptq.mlp,31,16.60556,0.5356632258064516,0.535541,0.5461,0.5514952000000001,0.5213,0.551668
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.09.ptq.total,31,60.784586,1.9607930967741936,1.958582,1.998837,2.0198058999999997,1.917943,2.022004
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.10.fp.input_norm,31,4.286083,0.13826074193548388,0.137405,0.147581,0.15122259999999998,0.132029,0.152701
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.10.fp.post_attn_norm,31,4.480511,0.1445326129032258,0.144381,0.151997,0.1534747,0.137053,0.153916
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.10.ptq.attention,31,30.708848,0.990608,0.991563,1.016042,1.0293764,0.954187,1.030346
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.10.ptq.mlp,31,16.814741,0.542411,0.539828,0.5581,0.5845861,0.523892,0.588052
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.10.ptq.total,31,61.299873,1.9774152580645161,1.972374,2.009173,2.0236978,1.933367,2.025301
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.11.fp.input_norm,31,4.264837,0.1375753870967742,0.135389,0.143517,0.1601954,0.12819,0.164477
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.11.fp.post_attn_norm,31,4.418466,0.1425311612903226,0.141661,0.148157,0.1551266,0.136701,0.156797
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.11.ptq.attention,31,30.331062,0.9784213548387097,0.97262,1.00753,1.0146471000000001,0.955084,1.017354
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.11.ptq.mlp,31,16.545886,0.5337382580645161,0.532116,0.542773,0.5554696,0.521109,0.557908
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.11.ptq.total,31,60.612847,1.9552531290322581,1.942038,2.001589,2.0213778,1.914455,2.024853
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.12.fp.input_norm,31,4.278372,0.138012,0.136637,0.145724,0.1624315,0.131133,0.167836
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.12.fp.post_attn_norm,31,4.462529,0.14395254838709678,0.143037,0.148444,0.1563611,0.136381,0.156668
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.12.ptq.attention,31,30.531829,0.9848977096774193,0.982603,1.011019,1.0306055,0.949356,1.035722
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.12.ptq.mlp,31,16.862966,0.5439666451612903,0.542228,0.562964,0.5706504,0.527285,0.571188
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.12.ptq.total,31,61.154212,1.9727165161290323,1.977109,2.001493,2.0228042999999998,1.921943,2.02338
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.13.fp.input_norm,31,4.277478,0.1379831612903226,0.135486,0.146781,0.1557794,0.131838,0.158813
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.13.fp.post_attn_norm,31,4.449218,0.14352316129032258,0.142237,0.152669,0.1540162,0.133725,0.154141
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.13.ptq.attention,31,31.985652,1.0317952258064516,0.986603,1.1162,1.6172390999999995,0.944235,1.829049
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.13.ptq.mlp,31,16.678074,0.5380023870967742,0.537044,0.54914,0.5677288,0.521749,0.572308
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.13.ptq.total,31,62.420995,2.013580483870968,1.971765,2.102291,2.6354762999999997,1.902871,2.850339
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.14.fp.input_norm,31,4.253897,0.13722248387096775,0.135325,0.145661,0.1571266,0.129597,0.160669
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.14.fp.post_attn_norm,31,4.471936,0.144256,0.142397,0.153789,0.1591928,0.135709,0.160412
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.14.ptq.attention,31,30.537653,0.9850855806451613,0.981739,1.014251,1.0397885,0.94334,1.046057
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.14.ptq.mlp,31,16.696441,0.538594870967742,0.535189,0.548309,0.5756545,0.523445,0.581203
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.14.ptq.total,31,60.989318,1.9673973548387096,1.968149,2.011029,2.0275499,1.918007,2.033492
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.15.fp.input_norm,31,4.316743,0.1392497741935484,0.137949,0.148189,0.15176019999999998,0.128094,0.152413
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.15.fp.post_attn_norm,31,4.410561,0.14227616129032258,0.141437,0.147101,0.154301,0.133853,0.154589
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.15.ptq.attention,31,30.304635,0.9775688709677419,0.975147,0.992842,1.0201063000000001,0.952268,1.02913
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.15.ptq.mlp,31,16.558945,0.5341595161290322,0.534612,0.539444,0.5519883,0.523476,0.55554
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.15.ptq.total,31,60.586003,1.9543871935483872,1.956406,1.97807,1.9996412000000001,1.904503,2.002838
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.16.fp.input_norm,31,4.218214,0.1360714193548387,0.134461,0.141021,0.1505919,0.125981,0.151005
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.16.fp.post_attn_norm,31,4.483041,0.1446142258064516,0.143101,0.154012,0.16273939999999998,0.132605,0.166109
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.16.ptq.attention,31,30.300916,0.9774489032258065,0.981099,0.999115,1.0082251,0.934924,1.011787
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.16.ptq.mlp,31,16.609183,0.5357800967741936,0.531764,0.551476,0.5665,0.516053,0.56674
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.16.ptq.total,31,60.591184,1.9545543225806452,1.955222,1.991733,2.0067026,1.891224,2.010581
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.17.fp.input_norm,31,4.216838,0.1360270322580645,0.134877,0.138781,0.15855699999999998,0.125982,0.163453
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.17.fp.post_attn_norm,31,4.4088,0.14221935483870968,0.141181,0.148061,0.1522552,0.136061,0.152284
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.17.ptq.attention,31,30.148672,0.9725378064516129,0.973548,0.996235,1.0186788,0.937452,1.02225
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.17.ptq.mlp,31,16.43597,0.5301925806451613,0.529525,0.541684,0.5564616,0.519477,0.557652
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.17.ptq.total,31,60.227255,1.9428146774193549,1.947383,1.972662,2.0039986,1.899671,2.009941
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.18.fp.input_norm,31,4.227977,0.13638635483870967,0.134461,0.139005,0.16670419999999997,0.129534,0.172733
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.18.fp.post_attn_norm,31,4.419937,0.14257861290322582,0.142108,0.147869,0.1534523,0.134397,0.153596
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.18.ptq.attention,31,30.344596,0.978857935483871,0.974859,1.007722,1.039626,0.933996,1.048938
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.18.ptq.mlp,31,16.599042,0.5354529677419355,0.533845,0.549172,0.555156,0.513653,0.556116
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.18.ptq.total,31,60.613422,1.9552716774193548,1.958807,1.984246,2.0333194999999997,1.894167,2.050292
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.19.fp.input_norm,31,4.20996,0.13580516129032258,0.134749,0.138077,0.1508543,0.129854,0.152285
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.19.fp.post_attn_norm,31,4.354817,0.1404779677419355,0.140093,0.144509,0.1487675,0.135165,0.149564
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.19.ptq.attention,31,29.930557,0.9655018387096774,0.963499,0.985515,0.9984519000000001,0.938348,1.002474
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.19.ptq.mlp,31,16.39776,0.52896,0.526101,0.539093,0.5593473,0.517493,0.566739
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.19.ptq.total,31,59.909182,1.932554258064516,1.926326,1.971446,1.9867545,1.877175,1.987446
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.20.fp.input_norm,31,4.203428,0.13559445161290323,0.133853,0.139837,0.16006389999999998,0.129949,0.163549
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.20.fp.post_attn_norm,31,4.474049,0.14432416129032258,0.142941,0.152093,0.1571362,0.136062,0.157213
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.20.ptq.attention,31,31.535905,1.017287258064516,0.978763,1.100937,1.3882804999999998,0.939916,1.486016
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.20.ptq.mlp,31,16.646682,0.5369897419354839,0.534453,0.55202,0.5818272999999999,0.517493,0.590131
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.20.ptq.total,31,61.835891000000004,1.9947061612903225,1.953238,2.080083,2.4140987999999997,1.908535,2.51553
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.21.fp.input_norm,31,4.208869,0.13576996774193548,0.134109,0.139421,0.1520376,0.130749,0.154332
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.21.fp.post_attn_norm,31,4.37325,0.1410725806451613,0.140125,0.149373,0.1554082,0.131229,0.155677
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.21.ptq.attention,31,30.024287,0.9685253870967742,0.967308,0.985355,0.9959463,0.935692,0.999402
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.21.ptq.mlp,31,16.395297,0.5288805483870967,0.527637,0.539892,0.5452107,0.513589,0.546996
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.21.ptq.total,31,59.983391,1.9349480967741934,1.937079,1.96207,1.9762201,1.882968,1.97695
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.22.fp.input_norm,31,4.179047,0.13480796774193549,0.133629,0.137885,0.15188179999999998,0.128701,0.155357
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.22.fp.post_attn_norm,31,4.454081,0.14368003225806453,0.141917,0.149213,0.1574562,0.135709,0.158877
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.22.ptq.attention,31,30.018428,0.9683363870967742,0.965356,0.996234,1.0116718,0.930828,1.013995
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.22.ptq.mlp,31,16.599965,0.5354827419354838,0.533652,0.551028,0.564852,0.516917,0.565908
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.22.ptq.total,31,60.276565,1.9444053225806452,1.942871,1.972438,2.0225643,1.893431,2.04018
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.23.fp.input_norm,31,4.203752,0.13560490322580646,0.134717,0.137853,0.15002580000000001,0.12979,0.150429
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.23.fp.post_attn_norm,31,4.478274,0.14446045161290322,0.141693,0.150749,0.1907672,0.134174,0.193628
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.23.ptq.attention,31,30.097918,0.9709005806451613,0.969419,1.009642,1.021866,0.923628,1.02273
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.23.ptq.mlp,31,16.4815,0.5316612903225807,0.529973,0.544372,0.5499176,0.518485,0.55106
static_ptq_tail_eager_layer,static_ptq_tail,eager,layer,cpu,decode,gpu.layer.23.ptq.total,31,60.228407,1.9428518387096774,1.937143,1.985398,2.0017332999999997,1.89164,2.002741
