profile,mode,execution_mode,detail,event_type,phase,stage,count,total_ms,mean_ms,median_ms,p90_ms,p99_ms,min_ms,max_ms
full_fp_eager_layer,full_fp,eager,layer,cpu,prefill,runtime.slot_mappings,1,0.053183,0.053183,0.053183,0.053183,0.053183,0.053183,0.053183
full_fp_eager_layer,full_fp,eager,layer,cpu,request,cpu.request.engine_preprocess,1,0.046207,0.046207,0.046207,0.046207,0.046207,0.046207,0.046207
full_fp_eager_layer,full_fp,eager,layer,cpu,request,cpu.request.input_processing,1,0.931785,0.931785,0.931785,0.931785,0.931785,0.931785,0.931785
full_fp_eager_layer,full_fp,eager,layer,cpu,unknown,cpu.scheduler.schedule,33,4.653455,0.14101378787878788,0.138428,0.1568984,0.17246764,0.09091,0.178683
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.compute_logits,31,181.61248064041138,5.8584671174326255,5.855648040771484,5.860608100891113,5.8973630428314205,5.848608016967773,5.903103828430176
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.01.fp.attention,31,16.610943734645844,0.5358368946659949,0.5357440114021301,0.5368319749832153,0.5394015908241272,0.5336959958076477,0.5403519868850708
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.01.fp.input_norm,31,0.19369599968194962,0.006248258054256439,0.006271999794989824,0.0063680000603199005,0.006512000039219856,0.0060800001956522465,0.006560000125318766
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.01.fp.mlp,31,63.08000063896179,2.0348387302890902,2.0352320671081543,2.036832094192505,2.037491273880005,2.0320639610290527,2.0375680923461914
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.01.fp.post_attn_norm,31,0.22534399991855025,0.0072691612876951694,0.0072639998979866505,0.007424000184983015,0.0076288000214844946,0.006943999789655209,0.007648000027984381
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.01.fp.total,31,80.2564160823822,2.5889166478187806,2.5893759727478027,2.5909440517425537,2.592044711112976,2.584320068359375,2.5923519134521484
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.02.fp.attention,31,16.57811188697815,0.5347778028057467,0.5347200036048889,0.5362240076065063,0.5368832051753998,0.5307199954986572,0.5369600057601929
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.02.fp.input_norm,31,0.2267839997075498,0.007315612893791929,0.00723200011998415,0.00774399982765317,0.00782080008648336,0.007104000076651573,0.007840000092983246
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.02.fp.mlp,31,63.081631660461426,2.0348913438858522,2.0339839458465576,2.0379838943481445,2.0470367908477782,2.030240058898926,2.0488319396972656
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.02.fp.post_attn_norm,31,0.21129600051790476,0.006816000016706605,0.006752000190317631,0.007135999854654074,0.007302400143817067,0.006463999859988689,0.007360000163316727
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.02.fp.total,31,80.24627137184143,2.588589399091659,2.5882558822631836,2.5914559364318848,2.6018720865249634,2.58188796043396,2.602976083755493
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.03.fp.attention,31,16.59664011001587,0.5353754874198667,0.5352960228919983,0.5364800095558167,0.5375839948654175,0.5338879823684692,0.5376319885253906
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.03.fp.input_norm,31,0.2448959988541901,0.007899870930780326,0.00774399982765317,0.00825599953532219,0.008601600211113692,0.007615999784320593,0.008736000396311283
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.03.fp.mlp,31,63.32576012611389,2.042766455681093,2.042975902557373,2.0451838970184326,2.0481024503707888,2.038559913635254,2.048736095428467
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.03.fp.post_attn_norm,31,0.21113600069656968,0.006810838732147409,0.006719999946653843,0.007071999832987785,0.007423999952152371,0.006560000125318766,0.007519999984651804
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.03.fp.total,31,80.52716779708862,2.597650574099633,2.5978879928588867,2.600032091140747,2.6040703773498537,2.5920000076293945,2.6053760051727295
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.04.fp.attention,31,16.587743937969208,0.5350885141280389,0.5349439978599548,0.5362560153007507,0.5365663886070251,0.5332800149917603,0.536575973033905
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.04.fp.input_norm,31,0.22678399924188852,0.007315612878770598,0.00723200011998415,0.007615999784320593,0.007859199866652488,0.0071680000983178616,0.007935999892652035
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.04.fp.mlp,31,63.323423862457275,2.0426910923373316,2.042464017868042,2.04585599899292,2.0481855869293213,2.038304090499878,2.048799991607666
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.04.fp.post_attn_norm,31,0.22582400031387806,0.007284645171415421,0.00723200011998415,0.007552000228315592,0.00773439989425242,0.006912000011652708,0.00774399982765317
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.04.fp.total,31,80.51155209541321,2.5971468417875228,2.5968000888824463,2.6003520488739014,2.6028607845306397,2.592992067337036,2.603071928024292
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.05.fp.attention,31,16.647680044174194,0.537021936908845,0.5370240211486816,0.5381760001182556,0.5389920175075531,0.5352640151977539,0.5390400290489197
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.05.fp.input_norm,31,0.22771200211718678,0.007345548455393122,0.007296000141650438,0.007712000049650669,0.00782080008648336,0.007104000076651573,0.007840000092983246
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.05.fp.mlp,31,63.377920150756836,2.044449037121188,2.0443201065063477,2.0465919971466064,2.0483872652053834,2.038815975189209,2.0486080646514893
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.05.fp.post_attn_norm,31,0.21088000014424324,0.006802580649814298,0.006752000190317631,0.007007999811321497,0.007238400122150779,0.006591999903321266,0.007296000141650438
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.05.fp.total,31,80.61228775978088,2.6003963793477705,2.60099196434021,2.603071928024292,2.6047135829925536,2.5929598808288574,2.60479998588562
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.06.fp.attention,31,16.596671998500824,0.5353765160806717,0.5347840189933777,0.5368319749832153,0.5418208062648773,0.5336959958076477,0.5439040064811707
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.06.fp.input_norm,31,0.22943999990820885,0.00740129031961964,0.007327999919652939,0.007712000049650669,0.00786559977568686,0.007040000054985285,0.007903999648988247
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.06.fp.mlp,31,63.24995136260986,2.0403210116970922,2.040479898452759,2.0420799255371094,2.0440864324569703,2.0366079807281494,2.04419207572937
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.06.fp.post_attn_norm,31,0.21267200075089931,0.0068603871209967525,0.006752000190317631,0.007199999876320362,0.007331200083717704,0.006624000146985054,0.007360000163316727
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.06.fp.total,31,80.44060730934143,2.5948583003013366,2.5942399501800537,2.5981760025024414,2.6036223649978636,2.5905280113220215,2.605695962905884
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.07.fp.attention,31,16.672704100608826,0.5378291645357686,0.5377920269966125,0.5394560098648071,0.5397792041301728,0.5354880094528198,0.539903998374939
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.07.fp.input_norm,31,0.22502399934455752,0.0072588386885341135,0.00723200011998415,0.007455999962985516,0.007727999985218048,0.007071999832987785,0.0077760000713169575
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.07.fp.mlp,31,63.40336012840271,2.045269681561378,2.0451200008392334,2.04803204536438,2.0492639541625977,2.041248083114624,2.0496959686279297
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.07.fp.post_attn_norm,31,0.20864000264555216,0.0067303226659855536,0.006719999946653843,0.00684799998998642,0.0071680000983178616,0.006560000125318766,0.0071680000983178616
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.07.fp.total,31,80.65811109542847,2.6018745514654342,2.601759910583496,2.6042559146881104,2.6063199758529665,2.598975896835327,2.6071360111236572
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.08.fp.attention,31,16.638239979743958,0.536717418701418,0.5367040038108826,0.5378559827804565,0.538288003206253,0.5348160266876221,0.5384320020675659
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.08.fp.input_norm,31,0.22841599956154823,0.007368258050372524,0.0072639998979866505,0.0077760000713169575,0.007996799983084201,0.006976000033318996,0.008063999935984612
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.08.fp.mlp,31,63.435712575912476,2.0463133089004026,2.0451200008392334,2.0471999645233154,2.0715007543563844,2.0415360927581787,2.0815999507904053
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.08.fp.post_attn_norm,31,0.20969600044190884,0.006764387111029317,0.006719999946653843,0.007071999832987785,0.007190399942919612,0.006463999859988689,0.007199999876320362
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.08.fp.total,31,80.66019225120544,2.6019416855227564,2.6009600162506104,2.6031999588012695,2.627471947669983,2.5972800254821777,2.6373119354248047
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.09.fp.attention,31,16.597471952438354,0.5354023210463985,0.5355520248413086,0.5364800095558167,0.5369504213333129,0.5336319804191589,0.537056028842926
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.09.fp.input_norm,31,0.22627200046554208,0.007299096789211035,0.00723200011998415,0.007584000006318092,0.0077247998211532835,0.007071999832987785,0.00774399982765317
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.09.fp.mlp,31,63.03731107711792,2.033461647648965,2.033440113067627,2.0357120037078857,2.037961554527283,2.0288000106811523,2.0385279655456543
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.09.fp.post_attn_norm,31,0.21174400206655264,0.0068304516795662145,0.006783999968320131,0.007135999854654074,0.007286400068551302,0.006560000125318766,0.007296000141650438
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.09.fp.total,31,80.22348856925964,2.5878544699761177,2.588128089904785,2.5909440517425537,2.5927200078964234,2.5835840702056885,2.5930559635162354
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.10.fp.attention,31,16.56828796863556,0.5344609022140503,0.5342079997062683,0.5360959768295288,0.5378752171993255,0.5321279764175415,0.5382400155067444
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.10.fp.input_norm,31,0.22617599880322814,0.007295999961394456,0.00723200011998415,0.007679999805986881,0.008201599726453424,0.007007999811321497,0.008383999578654766
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.10.fp.mlp,31,63.037376165390015,2.0334637472706456,2.0326719284057617,2.034463882446289,2.0534656763076784,2.029599905014038,2.0610880851745605
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.10.fp.post_attn_norm,31,0.2099840003065765,0.006773677429244403,0.006719999946653843,0.007104000076651573,0.007347200158983469,0.006527999881654978,0.007424000184983015
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.10.fp.total,31,80.19065570831299,2.586795345429451,2.5860800743103027,2.5889599323272705,2.6055904388427735,2.58188796043396,2.6121280193328857
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.11.fp.attention,31,16.531391978263855,0.5332707089762534,0.5330560207366943,0.5347840189933777,0.5353023827075958,0.5315200090408325,0.5353599786758423
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.11.fp.input_norm,31,0.2280319994315505,0.007355870949404855,0.0072639998979866505,0.00774399982765317,0.00786559977568686,0.007104000076651573,0.007903999648988247
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.11.fp.mlp,31,63.08623957633972,2.0350399863335396,2.033504009246826,2.035520076751709,2.068278431892395,2.029088020324707,2.081536054611206
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.11.fp.post_attn_norm,31,0.21091200085356832,0.006803612930760268,0.006752000190317631,0.007104000076651573,0.007190399942919612,0.006591999903321266,0.007199999876320362
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.11.fp.total,31,80.20681548118591,2.587316628425352,2.5860159397125244,2.5880000591278076,2.619667148590088,2.5804800987243652,2.6328959465026855
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.12.fp.attention,31,16.588896095752716,0.5351256805081521,0.5349119901657104,0.5362560153007507,0.5367647767066955,0.5337600111961365,0.5368319749832153
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.12.fp.input_norm,31,0.22483200067654252,0.007252645183114275,0.007199999876320362,0.007455999962985516,0.007638399954885244,0.007007999811321497,0.007648000027984381
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.12.fp.mlp,31,63.165311336517334,2.0375906882747525,2.0367040634155273,2.038559913635254,2.0600672006607055,2.0336639881134033,2.0689280033111572
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.12.fp.post_attn_norm,31,0.209888000972569,0.006770580676534484,0.006752000190317631,0.006912000011652708,0.007171199936419725,0.006560000125318766,0.007199999876320362
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.12.fp.total,31,80.33743906021118,2.591530292264877,2.5903360843658447,2.5931520462036133,2.6144958972930907,2.5863358974456787,2.623231887817383
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.13.fp.attention,31,16.575488030910492,0.5346931622874352,0.5347520112991333,0.5359039902687073,0.5363103866577148,0.5329920053482056,0.5363199710845947
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.13.fp.input_norm,31,0.2284480007365346,0.0073692903463398254,0.007296000141650438,0.0077760000713169575,0.007852800190448761,0.007104000076651573,0.007872000336647034
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.13.fp.mlp,31,63.12086367607117,2.0361568927764893,2.0350399017333984,2.037087917327881,2.0598527431488036,2.0315840244293213,2.0682239532470703
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.13.fp.post_attn_norm,31,0.21177600091323256,0.0068314839004268565,0.006719999946653843,0.0071680000983178616,0.00750079988501966,0.006496000103652477,0.007615999784320593
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.13.fp.total,31,80.28601622581482,2.589871491155317,2.5887041091918945,2.5916481018066406,2.613260841369629,2.584671974182129,2.6213440895080566
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.14.fp.attention,31,16.5764479637146,0.5347241278617613,0.5344319939613342,0.5361279845237732,0.5364191949367523,0.532256007194519,0.5364480018615723
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.14.fp.input_norm,31,0.22703999979421496,0.0073238709611037085,0.0072639998979866505,0.007712000049650669,0.00782080008648336,0.007071999832987785,0.007840000092983246
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.14.fp.mlp,31,63.25376081466675,2.0404438972473145,2.03603196144104,2.04038405418396,2.1109824419021606,2.032576084136963,2.1197760105133057
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.14.fp.post_attn_norm,31,0.2269439990632236,0.007320774163329794,0.0072639998979866505,0.007584000006318092,0.00773439989425242,0.007071999832987785,0.00774399982765317
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.14.fp.total,31,80.43283176422119,2.5946074762651996,2.5900158882141113,2.5958080291748047,2.665446400642395,2.5866239070892334,2.674720048904419
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.15.fp.attention,31,16.580096065998077,0.5348418085805832,0.5346879959106445,0.5359039902687073,0.536873596906662,0.5329599976539612,0.5371519923210144
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.15.fp.input_norm,31,0.22758399974554777,0.007341419346630573,0.0072639998979866505,0.007679999805986881,0.007855999702587723,0.007104000076651573,0.007903999648988247
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.15.fp.mlp,31,63.2291522026062,2.039650071051813,2.0385279655456543,2.041440010070801,2.0672191619873046,2.034719944000244,2.0776638984680176
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.15.fp.post_attn_norm,31,0.20864000031724572,0.006730322590878894,0.006719999946653843,0.006912000011652708,0.007190399942919612,0.0063680000603199005,0.007199999876320362
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.15.fp.total,31,80.39539217948914,2.593399747725456,2.5924160480499268,2.5960640907287598,2.620464062690735,2.587615966796875,2.630880117416382
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.16.fp.attention,31,16.570719957351685,0.5345393534629576,0.5345919728279114,0.5359359979629517,0.536406409740448,0.5324479937553406,0.536512017250061
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.16.fp.input_norm,31,0.2262080004438758,0.00729703227238309,0.00723200011998415,0.007584000006318092,0.007702399976551533,0.007104000076651573,0.007712000049650669
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.16.fp.mlp,31,63.2365448474884,2.039888543467368,2.0378880500793457,2.0407679080963135,2.069318413734436,2.0353920459747314,2.0733120441436768
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.16.fp.post_attn_norm,31,0.20950400177389383,0.006758193605609478,0.006719999946653843,0.006976000033318996,0.0072703999001532795,0.006560000125318766,0.007327999919652939
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.16.fp.total,31,80.38985657691956,2.5932211799006306,2.5914559364318848,2.5939838886260986,2.6221504688262938,2.588223934173584,2.625760078430176
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.17.fp.attention,31,16.60591995716095,0.5356748373277725,0.5359039902687073,0.537056028842926,0.5375168204307557,0.5325120091438293,0.5375360250473022
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.17.fp.input_norm,31,0.22652799915522337,0.007307354811458818,0.00723200011998415,0.00774399982765317,0.00783040001988411,0.007071999832987785,0.007840000092983246
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.17.fp.mlp,31,63.25769639015198,2.040570851295225,2.0363519191741943,2.037856101989746,2.1130688428878783,2.0335679054260254,2.122976064682007
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.17.fp.post_attn_norm,31,0.22646399959921837,0.007305290309652206,0.00723200011998415,0.007615999784320593,0.007884799782186747,0.007071999832987785,0.007903999648988247
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.17.fp.total,31,80.46544027328491,2.595659363654352,2.591423988342285,2.593280076980591,2.669209599494934,2.5878400802612305,2.679327964782715
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.18.fp.attention,31,16.58764809370041,0.5350854223774325,0.535103976726532,0.5362560153007507,0.5368543803691864,0.5332480072975159,0.5368639826774597
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.18.fp.input_norm,31,0.22636799979954958,0.0073021935419209545,0.0072639998979866505,0.007519999984651804,0.00773439989425242,0.007104000076651573,0.00774399982765317
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.18.fp.mlp,31,63.207103967666626,2.0389388376666653,2.03603196144104,2.03987193107605,2.0901920795440674,2.033535957336426,2.1113600730895996
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.18.fp.post_attn_norm,31,0.2081600008532405,0.006714838737201306,0.006719999946653843,0.006783999968320131,0.006902399938553572,0.006591999903321266,0.006912000011652708
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.18.fp.total,31,80.37737560272217,2.5928185678297475,2.5903360843658447,2.594496011734009,2.6440671920776366,2.5867199897766113,2.664639949798584
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.19.fp.attention,31,16.590816020965576,0.5351876135795347,0.5352960228919983,0.5365440249443054,0.5368863880634308,0.5331199765205383,0.5368959903717041
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.19.fp.input_norm,31,0.22735999943688512,0.007334193530222101,0.0072639998979866505,0.007712000049650669,0.0077760000713169575,0.007104000076651573,0.0077760000713169575
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.19.fp.mlp,31,63.26150465011597,2.0406936983908377,2.040127992630005,2.0421760082244873,2.057462453842163,2.0374081134796143,2.063904047012329
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.19.fp.post_attn_norm,31,0.20883200131356716,0.006736516171405392,0.006688000168651342,0.00687999976798892,0.007171199936419725,0.006560000125318766,0.007199999876320362
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.19.fp.total,31,80.43712043762207,2.5947458205684537,2.5937600135803223,2.5968000888824463,2.6125248670578003,2.5904319286346436,2.61897611618042
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.20.fp.attention,31,16.638624012470245,0.5367298068538788,0.5366399884223938,0.5376319885253906,0.5385983943939209,0.5349760055541992,0.5388479828834534
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.20.fp.input_norm,31,0.2281599990092218,0.007359999968039412,0.0072639998979866505,0.007648000027984381,0.007788799842819572,0.007071999832987785,0.007807999849319458
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.20.fp.mlp,31,63.23068809509277,2.0396996159707346,2.0381760597229004,2.040287971496582,2.0761856555938722,2.034463882446289,2.0906240940093994
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.20.fp.post_attn_norm,31,0.20857599982991815,0.006728258059029618,0.006719999946653843,0.006912000011652708,0.007187199871987104,0.0063680000603199005,0.0072639998979866505
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.20.fp.total,31,80.4533109664917,2.5952680956932808,2.5938880443573,2.596895933151245,2.630351948738098,2.5890560150146484,2.6445119380950928
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.21.fp.attention,31,16.5906879901886,0.5351834835544709,0.5353919863700867,0.5364800095558167,0.5372128009796142,0.5315520167350769,0.5374720096588135
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.21.fp.input_norm,31,0.22566399862989783,0.007279483826770898,0.00723200011998415,0.007584000006318092,0.007756800064817071,0.007071999832987785,0.0077760000713169575
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.21.fp.mlp,31,63.10579180717468,2.0356707034572477,2.035583972930908,2.037856101989746,2.039193534851074,2.0314879417419434,2.0397119522094727
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.21.fp.post_attn_norm,31,0.20985599933192134,0.00676954836554585,0.006719999946653843,0.006976000033318996,0.007139200018718839,0.006560000125318766,0.0071680000983178616
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.21.fp.total,31,80.28128027915955,2.589718718682566,2.589951992034912,2.5925440788269043,2.5936736345291136,2.5852479934692383,2.5938560962677
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.22.fp.attention,31,16.552224040031433,0.5339427109687559,0.5339840054512024,0.5346879959106445,0.5353119850158692,0.5319039821624756,0.5353599786758423
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.22.fp.input_norm,31,0.2269759993068874,0.007321806429254432,0.0072639998979866505,0.007648000027984381,0.0077760000713169575,0.007071999832987785,0.0077760000713169575
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.22.fp.mlp,31,63.073856592178345,2.0346405352315595,2.0347840785980225,2.036992073059082,2.038806343078613,2.0284481048583984,2.0390079021453857
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.22.fp.post_attn_norm,31,0.21196800097823143,0.006837677450910691,0.006752000190317631,0.007199999876320362,0.00735040009021759,0.006591999903321266,0.007360000163316727
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.22.fp.total,31,80.21411180496216,2.587551993708457,2.5876479148864746,2.5902719497680664,2.5925184011459352,2.5825281143188477,2.5927679538726807
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.23.fp.attention,31,16.610015988349915,0.5358069673661263,0.5357440114021301,0.5370879769325256,0.5383328080177308,0.5335360169410706,0.5386880040168762
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.23.fp.input_norm,31,0.22534399991855025,0.0072691612876951694,0.00723200011998415,0.007712000049650669,0.00782080008648336,0.006943999789655209,0.007840000092983246
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.23.fp.mlp,31,63.23590397834778,2.039867870269283,2.0398080348968506,2.0422720909118652,2.043516826629639,2.035871982574463,2.043776035308838
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.23.fp.post_attn_norm,31,0.21004800032824278,0.006775741946072348,0.006719999946653843,0.007135999854654074,0.007190399942919612,0.006496000103652477,0.007199999876320362
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.23.fp.total,31,80.43100762367249,2.594548633021693,2.5950400829315186,2.5970559120178223,2.598633599281311,2.588063955307007,2.5992000102996826
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.24.fp.attention,31,16.59081596136093,0.5351876116568043,0.5353919863700867,0.5368959903717041,0.5373407959938049,0.5331199765205383,0.5374079942703247
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.24.fp.input_norm,31,0.22537599969655275,0.007270193538598476,0.00723200011998415,0.007391999941319227,0.007907199952751399,0.007040000054985285,0.007935999892652035
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.24.fp.mlp,31,63.26188826560974,2.040706073084185,2.0354559421539307,2.0380160808563232,2.1145472049713137,2.0329599380493164,2.1146240234375
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.24.fp.post_attn_norm,31,0.208576001226902,0.006728258104093613,0.006719999946653843,0.00684799998998642,0.007129600085318088,0.0063680000603199005,0.0071680000983178616
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.24.fp.total,31,80.43519997596741,2.594683870192497,2.589632034301758,2.5921919345855713,2.6683744192123413,2.5857601165771484,2.6688640117645264
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.25.fp.attention,31,16.588895857334137,0.5351256728172302,0.5352320075035095,0.5362240076065063,0.5365759909152985,0.5328959822654724,0.5366719961166382
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.25.fp.input_norm,31,0.2239679996855557,0.007224774183405023,0.00723200011998415,0.007296000141650438,0.007587199844419956,0.007007999811321497,0.007615999784320593
full_fp_eager_layer,full_fp,eager,layer,gpu,decode,gpu.layer.25.fp.mlp,31,63.03711986541748,2.033455479529596,2.0332159996032715,2.0355520248413086,2.037331199645996,2.030816078186035,2.0377919673919678
