mode,iters,warmup,max_new_tokens,total_output_tokens,total_s,mean_latency_s,output_tps,model_path
static_ptq_tail,1,0,4,4,3.079124651965685,3.079124651965685,1.2990704996130755,/workspace/vllm/RiverEdge/experiments/07_vllm_custom_model/model_adapters_container/static_ptq_tail_k3
